Mushroom ID,Cap Shape,Cap Color,Gill Size,Stalk Shape,Habitat,Edibility,Market Demand,Spore Print Color,Population,Odor,Bruising,Ring Type,Stalk Surface Above Ring,Stalk Surface Below Ring,Stalk Color Above Ring,Stalk Color Below Ring,Veil Type,Veil Color,Growth Rate,Inspection Date,Incubation date,Temperature,Measurement
790,flat,brown,narrow,enlarging,leaves,edible,2,yellow,numerous,anise,No,flaring,smooth,silky,gray,orange,partial,white,1.52400195,01/05/2023,01/05/2023,20.0,C
791,conical,white,broad,enlarging,grasses,poisonous,3,yellow,several,creosote,Yes,flaring,scaly,fibrous,white,gray,partial,white,1.498389048,03/11/2023,03/05/2023,22.0,C
792,flat,yellow,broad,tapering,grasses,edible,2,white,solitary,musty,Yes,none,fibrous,smooth,gray,gray,universal,white,3.369770481,02/03/2023,02/03/2023,24.0,C
793,bell,yellow,narrow,tapering,paths,poisonous,3,black,several,musty,No,none,silky,silky,white,white,partial,orange,2.061314297,05/06/2022,05/04/2022,4.0,C
794,convex,gray,narrow,enlarging,leaves,edible,3,orange,numerous,musty,Yes,flaring,silky,smooth,orange,gray,universal,white,4.415387123,02/08/2023,02/01/2023,26.0,C
795,bell,white,narrow,tapering,woods,,2,orange,numerous,creosote,Yes,pendant,silky,fibrous,orange,orange,universal,brown,3.905355699,03/03/2021,03/03/2021,0.0,C
796,flat,brown,narrow,enlarging,grasses,edible,3,brown,numerous,almond,No,evanescent,smooth,silky,pink,brown,partial,brown,4.801809485,05/02/2023,05/01/2023,26.0,C
797,sunken,white,broad,tapering,urban,edible,10,white,numerous,musty,Yes,none,fibrous,fibrous,white,gray,universal,yellow,3.669047968,04/06/2023,04/04/2023,1.0,C
798,bell,gray,broad,tapering,leaves,,4,orange,scattered,anise,Yes,none,smooth,silky,white,brown,universal,brown,2.661523957,02/08/2023,02/05/2023,14.0,C
799,sunken,brown,narrow,enlarging,leaves,,7,yellow,scattered,musty,No,flaring,scaly,smooth,pink,white,partial,brown,2.039554074,02/02/2023,02/02/2023,22.0,C
800,bell,gray,broad,enlarging,woods,edible,10,white,several,anise,Yes,pendant,silky,silky,pink,pink,partial,white,2.413772734,02/10/2023,02/01/2023,19.0,C
801,conical,brown,broad,tapering,urban,edible,7,brown,numerous,almond,No,pendant,silky,scaly,gray,gray,partial,white,1.367950196,02/07/2023,02/01/2023,9.0,C
802,sunken,brown,broad,tapering,woods,poisonous,8,orange,abundant,foul,No,none,smooth,fibrous,gray,orange,partial,brown,3.426683352,02/03/2023,02/03/2023,26.0,C
803,sunken,white,narrow,enlarging,urban,poisonous,9,yellow,abundant,anise,No,evanescent,silky,silky,orange,orange,partial,yellow,4.36450277,02/09/2022,02/02/2022,26.0,C
804,sunken,yellow,narrow,enlarging,woods,edible,10,yellow,numerous,foul,No,evanescent,silky,silky,brown,brown,partial,white,4.331162611,01/10/2023,01/02/2023,0.0,C
805,conical,white,narrow,enlarging,woods,edible,8,yellow,numerous,anise,No,flaring,silky,scaly,brown,orange,partial,white,2.538122537,03/05/2020,03/01/2020,22.0,C
806,sunken,gray,broad,tapering,urban,,7,black,numerous,musty,Yes,none,scaly,fibrous,gray,brown,universal,brown,3.39942502,02/07/2023,02/02/2023,12.0,C
807,flat,yellow,narrow,enlarging,woods,poisonous,1,orange,solitary,almond,Yes,evanescent,scaly,silky,brown,orange,universal,brown,3.95196552,03/02/2020,03/02/2020,2.0,C
808,sunken,brown,broad,enlarging,woods,poisonous,10,white,several,anise,No,none,silky,smooth,gray,gray,universal,brown,0.751706013,05/04/2023,05/04/2023,10.0,C
809,conical,brown,narrow,enlarging,grasses,edible,9,yellow,solitary,musty,No,evanescent,scaly,smooth,orange,orange,universal,white,1.98766246,4/13/2023,04/05/2023,14.0,C
810,convex,gray,narrow,tapering,woods,poisonous,8,yellow,abundant,almond,Yes,pendant,smooth,smooth,pink,pink,partial,white,2.028455987,04/09/2022,04/03/2022,19.0,C
811,conical,yellow,narrow,tapering,leaves,poisonous,4,brown,numerous,foul,No,flaring,scaly,silky,pink,gray,universal,brown,2.104037893,04/11/2023,04/02/2023,21.0,C
812,conical,brown,broad,tapering,urban,poisonous,2,white,scattered,anise,No,none,silky,silky,orange,pink,universal,brown,3.128050637,05/11/2023,05/02/2023,13.0,C
813,flat,gray,narrow,enlarging,urban,edible,3,white,several,creosote,Yes,flaring,silky,fibrous,gray,pink,partial,white,1.482458061,02/02/2023,02/02/2023,27.0,C
814,conical,brown,narrow,enlarging,woods,poisonous,7,brown,numerous,almond,Yes,none,fibrous,smooth,white,pink,universal,brown,4.736832351,02/02/2023,02/01/2023,26.0,C
815,convex,yellow,broad,enlarging,leaves,edible,8,brown,numerous,creosote,No,evanescent,smooth,fibrous,gray,gray,universal,orange,3.991771091,01/10/2023,01/05/2023,22.0,C
816,flat,gray,narrow,tapering,leaves,poisonous,8,yellow,numerous,musty,Yes,evanescent,silky,silky,gray,pink,partial,brown,1.492818619,4/13/2023,04/05/2023,8.0,C
817,flat,red,broad,enlarging,paths,,4,brown,abundant,foul,Yes,none,smooth,scaly,white,gray,universal,orange,0.502267005,03/03/2023,03/02/2023,27.0,C
818,flat,red,narrow,enlarging,woods,poisonous,2,yellow,numerous,almond,No,evanescent,silky,fibrous,pink,orange,universal,white,4.21211378,02/06/2023,02/02/2023,19.0,C
819,flat,white,narrow,enlarging,leaves,poisonous,3,orange,abundant,anise,No,none,silky,silky,pink,white,universal,yellow,1.26596874,4/13/2023,04/04/2023,3.0,C
820,bell,white,narrow,enlarging,grasses,poisonous,3,black,several,foul,No,none,smooth,scaly,pink,pink,partial,orange,2.049759173,04/11/2023,04/04/2023,6.0,C
821,flat,brown,broad,tapering,leaves,edible,3,white,numerous,foul,Yes,evanescent,fibrous,fibrous,orange,white,universal,brown,4.660105002,03/05/2023,03/02/2023,26.0,C
822,bell,red,narrow,enlarging,urban,,8,brown,numerous,foul,Yes,pendant,silky,silky,brown,gray,partial,white,2.516729989,01/04/2023,01/04/2023,10.0,C
823,flat,gray,broad,enlarging,woods,poisonous,7,black,numerous,foul,No,evanescent,smooth,scaly,pink,gray,universal,yellow,4.602198933,04/10/2023,04/01/2023,11.0,C
824,bell,brown,narrow,enlarging,urban,edible,1,black,scattered,creosote,Yes,pendant,silky,scaly,gray,gray,partial,white,1.904776083,03/12/2023,03/04/2023,25.0,C
825,convex,yellow,narrow,tapering,woods,edible,3,brown,numerous,anise,No,flaring,silky,silky,gray,orange,universal,white,1.234476529,03/05/2023,03/05/2023,11.0,C
826,sunken,yellow,narrow,enlarging,urban,poisonous,3,brown,several,foul,Yes,flaring,smooth,fibrous,white,gray,universal,white,1.645581865,01/07/2020,01/01/2020,19.0,C
827,flat,brown,broad,tapering,woods,poisonous,10,brown,solitary,anise,Yes,flaring,scaly,smooth,brown,brown,partial,yellow,0.502267005,3/13/2023,03/04/2023,28.0,C
828,conical,gray,narrow,enlarging,paths,edible,9,orange,abundant,musty,Yes,evanescent,smooth,smooth,gray,gray,partial,yellow,4.869313797,03/09/2023,03/04/2023,26.0,C
829,flat,gray,narrow,tapering,leaves,poisonous,9,black,abundant,creosote,Yes,evanescent,smooth,fibrous,brown,brown,universal,brown,1.989803203,05/09/2023,05/03/2023,2.0,C
830,convex,brown,narrow,enlarging,woods,,3,orange,several,creosote,Yes,evanescent,smooth,scaly,orange,pink,universal,white,2.019880185,03/06/2023,03/04/2023,24.0,C
831,flat,brown,narrow,tapering,grasses,poisonous,8,orange,numerous,anise,Yes,evanescent,silky,silky,pink,orange,universal,yellow,4.587088118,05/03/2023,05/01/2023,7.0,C
832,convex,gray,narrow,enlarging,urban,edible,3,white,numerous,musty,No,flaring,silky,silky,white,pink,universal,yellow,2.845434023,5/14/2023,05/05/2023,29.0,C
833,bell,gray,broad,tapering,urban,,7,yellow,scattered,foul,Yes,pendant,silky,fibrous,pink,pink,partial,yellow,3.769003686,01/11/2023,01/05/2023,2.0,C
834,sunken,gray,broad,tapering,woods,poisonous,3,yellow,several,almond,No,none,silky,fibrous,orange,white,partial,white,3.651610535,05/04/2023,05/03/2023,10.0,C
835,bell,gray,broad,enlarging,paths,poisonous,4,black,numerous,musty,Yes,none,silky,fibrous,orange,gray,universal,orange,1.503192741,04/10/2023,04/05/2023,24.0,C
836,conical,yellow,narrow,enlarging,woods,edible,4,brown,scattered,musty,Yes,pendant,silky,fibrous,brown,pink,partial,white,3.104812693,03/01/2023,03/01/2023,6.0,C
837,bell,brown,broad,tapering,leaves,edible,10,yellow,scattered,creosote,Yes,flaring,scaly,smooth,gray,orange,universal,brown,2.524406739,04/09/2023,04/02/2023,5.0,C
838,convex,red,narrow,tapering,woods,poisonous,5,brown,solitary,almond,Yes,flaring,smooth,fibrous,pink,brown,partial,brown,4.619762338,1/14/2023,01/05/2023,13.0,C
839,sunken,brown,broad,enlarging,urban,poisonous,4,white,scattered,foul,No,evanescent,smooth,scaly,white,gray,universal,white,12.56169014,04/07/2023,04/03/2023,28.0,C
840,sunken,brown,narrow,enlarging,urban,edible,2,yellow,numerous,almond,Yes,none,smooth,smooth,gray,white,universal,orange,0.674048821,01/04/2023,01/03/2023,20.0,C
841,sunken,white,broad,tapering,woods,poisonous,10,white,numerous,musty,No,none,smooth,silky,white,orange,partial,orange,0.96917529,02/05/2023,02/02/2023,3.0,C
842,conical,white,broad,enlarging,leaves,poisonous,2,white,solitary,musty,No,none,smooth,silky,brown,gray,partial,orange,0.502267005,2/14/2023,02/05/2023,9.0,C
843,convex,gray,narrow,tapering,leaves,poisonous,7,yellow,numerous,almond,Yes,none,silky,fibrous,gray,orange,universal,orange,4.869796943,02/05/2023,02/01/2023,23.0,C
844,bell,yellow,narrow,enlarging,urban,edible,6,black,numerous,almond,Yes,evanescent,fibrous,smooth,white,white,partial,white,2.918466626,05/05/2023,05/02/2023,5.0,C
845,sunken,white,broad,enlarging,grasses,poisonous,5,brown,solitary,almond,Yes,flaring,scaly,smooth,brown,pink,universal,white,4.79453156,05/06/2023,05/03/2023,22.0,C
846,bell,brown,narrow,tapering,woods,poisonous,4,black,several,almond,No,flaring,silky,scaly,orange,pink,partial,yellow,0.502267005,04/03/2020,04/03/2020,6.0,C
847,bell,white,broad,tapering,urban,poisonous,1,yellow,abundant,foul,No,none,scaly,fibrous,pink,brown,universal,white,3.127015907,01/12/2023,01/03/2023,5.0,C
848,convex,yellow,narrow,tapering,grasses,poisonous,9,brown,numerous,creosote,No,none,silky,fibrous,pink,gray,universal,yellow,3.369343143,04/04/2023,04/01/2023,5.0,C
849,conical,yellow,broad,tapering,paths,,10,yellow,scattered,foul,No,flaring,silky,fibrous,pink,white,partial,yellow,4.389020993,01/01/2023,01/01/2023,13.0,C
850,conical,gray,narrow,tapering,woods,edible,6,yellow,abundant,almond,No,none,silky,fibrous,brown,gray,partial,orange,2.298789106,01/11/2023,01/03/2023,9.0,C
851,convex,brown,broad,enlarging,woods,poisonous,3,brown,scattered,anise,Yes,evanescent,scaly,silky,pink,brown,partial,yellow,3.402155601,02/03/2023,02/03/2023,12.0,C
852,conical,brown,broad,enlarging,paths,,4,black,numerous,almond,Yes,pendant,fibrous,scaly,gray,gray,partial,white,1.547810032,05/12/2023,05/05/2023,8.0,C
853,bell,red,narrow,tapering,paths,,2,white,numerous,musty,No,flaring,scaly,silky,orange,orange,partial,white,0.502267005,4/14/2022,04/05/2022,26.0,C
854,flat,gray,narrow,enlarging,urban,,3,orange,several,almond,Yes,flaring,smooth,scaly,pink,pink,partial,orange,4.040468625,05/12/2023,05/05/2023,25.0,C
855,conical,red,broad,tapering,urban,edible,1,brown,numerous,almond,No,flaring,fibrous,silky,pink,pink,universal,orange,4.431890942,05/12/2023,05/04/2023,10.0,C
856,sunken,gray,broad,tapering,leaves,edible,3,yellow,solitary,musty,No,pendant,fibrous,silky,brown,gray,partial,white,2.210511362,01/02/2023,01/01/2023,25.0,C
857,conical,yellow,broad,enlarging,paths,,2,yellow,numerous,anise,Yes,none,fibrous,silky,orange,white,universal,white,0.545716419,03/09/2023,03/02/2023,21.0,C
858,sunken,brown,narrow,enlarging,urban,poisonous,10,brown,scattered,musty,Yes,flaring,smooth,smooth,gray,white,universal,white,4.837593249,05/05/2023,05/01/2023,27.0,C
859,convex,white,broad,tapering,leaves,poisonous,2,yellow,scattered,almond,No,pendant,scaly,scaly,orange,white,partial,orange,0.502267005,01/10/2023,01/03/2023,15.0,C
860,bell,white,narrow,enlarging,grasses,edible,6,yellow,abundant,anise,Yes,none,silky,scaly,pink,white,partial,white,0.502267005,04/03/2023,04/03/2023,20.0,C
861,conical,brown,broad,enlarging,woods,edible,1,orange,scattered,anise,Yes,pendant,silky,silky,pink,gray,partial,white,4.539995865,05/06/2023,05/01/2023,22.0,C
862,conical,red,narrow,tapering,grasses,poisonous,6,white,abundant,almond,Yes,none,smooth,silky,pink,gray,partial,yellow,3.857575555,02/10/2023,02/04/2023,14.0,C
863,conical,white,broad,tapering,woods,poisonous,8,black,scattered,creosote,No,pendant,fibrous,scaly,white,pink,partial,orange,2.440554434,05/08/2023,05/03/2023,17.0,C
864,conical,gray,broad,tapering,woods,edible,7,yellow,numerous,creosote,No,flaring,fibrous,fibrous,pink,pink,universal,brown,3.857498761,04/09/2023,04/03/2023,12.0,C
865,conical,gray,broad,enlarging,urban,edible,5,white,several,anise,No,pendant,silky,scaly,brown,brown,universal,yellow,1.432530924,03/12/2023,03/04/2023,23.0,C
866,convex,red,narrow,enlarging,leaves,,5,orange,scattered,musty,Yes,evanescent,silky,smooth,gray,gray,partial,brown,0.502267005,3/13/2023,03/04/2023,8.0,C
867,bell,gray,broad,enlarging,grasses,edible,10,brown,abundant,almond,No,evanescent,silky,silky,orange,orange,partial,white,3.306198547,01/08/2023,01/01/2023,3.0,C
868,conical,white,narrow,tapering,urban,edible,8,black,solitary,creosote,Yes,pendant,smooth,silky,gray,gray,partial,brown,0.81748899,03/08/2023,03/01/2023,1.0,C
869,flat,white,narrow,enlarging,urban,edible,5,brown,solitary,creosote,Yes,pendant,scaly,fibrous,brown,brown,universal,white,3.604026386,03/10/2023,03/04/2023,2.0,C
870,conical,red,narrow,tapering,urban,poisonous,8,orange,abundant,musty,Yes,none,scaly,scaly,white,white,universal,white,1.77540566,05/07/2023,05/02/2023,15.0,C
871,sunken,red,broad,tapering,paths,poisonous,1,white,scattered,musty,Yes,pendant,scaly,fibrous,white,gray,universal,white,3.21029447,03/11/2023,03/05/2023,12.0,C
872,sunken,yellow,narrow,enlarging,leaves,edible,1,black,scattered,almond,Yes,flaring,smooth,scaly,white,orange,partial,orange,0.502267005,02/04/2023,02/02/2023,11.0,C
873,bell,white,broad,enlarging,leaves,edible,1,black,abundant,musty,Yes,pendant,fibrous,silky,white,pink,universal,white,2.593602267,02/03/2023,02/01/2023,19.0,C
874,bell,white,broad,enlarging,leaves,edible,3,black,numerous,anise,Yes,evanescent,fibrous,scaly,brown,brown,partial,orange,3.60262303,02/03/2023,02/01/2023,15.0,C
875,conical,gray,narrow,enlarging,urban,poisonous,3,brown,numerous,anise,No,flaring,scaly,fibrous,pink,gray,universal,white,0.63053339,05/07/2023,05/01/2023,27.0,C
876,conical,yellow,broad,enlarging,paths,poisonous,9,black,abundant,anise,No,flaring,fibrous,smooth,orange,gray,partial,white,3.466559576,04/12/2023,04/05/2023,9.0,C
877,bell,red,narrow,enlarging,leaves,poisonous,8,white,numerous,creosote,Yes,none,scaly,silky,orange,gray,partial,yellow,2.404582772,04/05/2023,04/01/2023,0.0,C
878,convex,gray,narrow,enlarging,woods,poisonous,7,orange,numerous,anise,Yes,none,fibrous,scaly,pink,pink,partial,white,1.227563989,1/13/2023,01/04/2023,8.0,C
879,bell,gray,broad,enlarging,grasses,edible,5,brown,several,almond,Yes,none,silky,smooth,orange,orange,partial,brown,3.548255934,01/06/2023,01/05/2023,15.0,C
880,conical,gray,broad,tapering,woods,edible,5,black,scattered,anise,No,flaring,scaly,fibrous,gray,gray,universal,white,0.502267005,01/04/2023,01/01/2023,24.0,C
881,convex,gray,broad,tapering,urban,edible,9,brown,solitary,anise,No,evanescent,smooth,smooth,white,pink,partial,orange,1.907535837,05/07/2023,05/03/2023,24.0,C
882,conical,white,broad,enlarging,woods,,7,yellow,several,almond,No,none,smooth,silky,orange,gray,universal,brown,4.281373595,03/06/2023,03/03/2023,0.0,C
883,flat,yellow,broad,enlarging,paths,poisonous,8,white,several,anise,Yes,none,fibrous,scaly,brown,gray,partial,orange,0.502267005,05/11/2023,05/04/2023,5.0,C
884,conical,gray,broad,tapering,grasses,poisonous,3,brown,scattered,anise,No,flaring,fibrous,silky,white,brown,universal,white,1.755713398,05/02/2023,05/02/2023,26.0,C
885,convex,red,broad,tapering,grasses,,5,brown,numerous,creosote,Yes,none,silky,smooth,gray,gray,partial,brown,1.218469395,04/07/2023,04/04/2023,27.0,C
886,flat,gray,narrow,enlarging,urban,,10,white,abundant,almond,Yes,evanescent,silky,smooth,orange,gray,universal,brown,1.735641089,05/01/2023,05/01/2023,2.0,C
887,conical,white,broad,tapering,leaves,,8,orange,numerous,almond,No,evanescent,smooth,scaly,pink,pink,partial,white,2.696853652,04/07/2023,04/05/2023,11.0,C
888,conical,gray,broad,enlarging,grasses,edible,10,white,abundant,anise,No,none,scaly,silky,brown,gray,partial,brown,0.608132507,02/07/2023,02/03/2023,5.0,C
889,conical,brown,narrow,tapering,leaves,,8,black,abundant,creosote,Yes,flaring,scaly,smooth,pink,white,universal,white,0.502267005,04/05/2023,04/05/2023,7.0,C
890,sunken,red,narrow,enlarging,paths,edible,5,yellow,numerous,creosote,No,evanescent,silky,silky,pink,pink,partial,orange,1.953639276,01/11/2023,01/02/2023,27.0,C
891,conical,white,broad,enlarging,leaves,edible,2,white,numerous,creosote,Yes,evanescent,scaly,silky,gray,orange,partial,brown,0.766206029,04/11/2023,04/03/2023,23.0,C
892,sunken,yellow,narrow,enlarging,leaves,,7,yellow,numerous,almond,No,pendant,scaly,smooth,orange,gray,universal,yellow,1.079480862,02/11/2023,02/03/2023,19.0,C
893,convex,white,broad,enlarging,leaves,edible,4,brown,numerous,almond,No,evanescent,fibrous,silky,pink,gray,partial,yellow,3.732848623,04/02/2023,04/01/2023,17.0,C
894,flat,white,narrow,enlarging,grasses,poisonous,7,brown,abundant,musty,No,none,smooth,fibrous,pink,pink,universal,orange,1.514250177,03/04/2023,03/01/2023,12.0,C
895,sunken,gray,narrow,enlarging,woods,poisonous,6,yellow,abundant,anise,Yes,flaring,silky,smooth,white,brown,universal,brown,4.798468412,05/08/2020,05/05/2020,13.0,C
896,convex,gray,broad,enlarging,paths,poisonous,7,white,solitary,creosote,Yes,pendant,silky,scaly,brown,orange,universal,white,3.091642836,04/11/2023,04/05/2023,12.0,C
897,conical,red,narrow,tapering,urban,edible,1,orange,abundant,creosote,Yes,none,silky,scaly,pink,gray,universal,orange,0.630211347,03/07/2023,03/03/2023,28.0,C
898,convex,yellow,broad,enlarging,woods,edible,3,orange,numerous,creosote,Yes,evanescent,scaly,smooth,gray,brown,partial,white,0.502267005,04/09/2020,04/02/2020,16.0,C
899,conical,brown,narrow,enlarging,urban,edible,6,yellow,abundant,almond,No,pendant,smooth,fibrous,pink,brown,universal,orange,3.746033018,02/12/2023,02/05/2023,11.0,C
900,bell,white,broad,tapering,grasses,poisonous,1,black,abundant,almond,Yes,evanescent,silky,fibrous,brown,brown,partial,yellow,2.770495446,03/08/2022,03/01/2022,21.0,C
901,flat,red,narrow,enlarging,grasses,edible,1,yellow,numerous,foul,Yes,none,smooth,smooth,white,orange,universal,yellow,0.910028349,04/02/2023,04/01/2023,8.0,C
902,flat,yellow,broad,enlarging,leaves,edible,7,brown,abundant,almond,Yes,none,silky,fibrous,brown,gray,universal,brown,3.916430587,03/10/2023,03/03/2023,26.0,C
903,flat,gray,narrow,enlarging,woods,poisonous,4,black,several,musty,Yes,none,smooth,silky,pink,gray,universal,orange,1.147013373,04/01/2021,04/01/2021,20.0,C
904,convex,white,broad,tapering,woods,,6,black,numerous,musty,Yes,none,fibrous,silky,brown,gray,universal,brown,1.507305414,03/02/2023,03/01/2023,5.0,C
905,conical,red,broad,tapering,woods,poisonous,6,yellow,scattered,musty,No,pendant,scaly,scaly,pink,gray,universal,orange,2.101341694,05/12/2023,05/04/2023,18.0,C
906,flat,yellow,narrow,tapering,urban,edible,4,orange,scattered,creosote,No,none,smooth,scaly,gray,white,universal,white,2.973757038,01/02/2021,01/02/2021,15.0,C
907,convex,red,broad,tapering,leaves,edible,8,brown,scattered,anise,Yes,none,scaly,silky,gray,gray,universal,white,0.740034684,04/06/2021,04/03/2021,7.0,C
908,sunken,yellow,broad,enlarging,leaves,poisonous,4,orange,several,musty,Yes,none,smooth,smooth,brown,gray,universal,white,4.509916354,03/09/2020,03/03/2020,5.0,C
909,bell,yellow,narrow,enlarging,leaves,poisonous,1,black,scattered,anise,No,none,smooth,silky,orange,gray,universal,white,2.966514911,05/08/2023,05/04/2023,1.0,C
910,flat,gray,broad,enlarging,woods,poisonous,10,brown,several,anise,No,pendant,silky,silky,gray,orange,partial,orange,4.991952135,01/07/2023,01/03/2023,15.0,C
911,bell,brown,narrow,tapering,urban,poisonous,7,black,numerous,anise,Yes,pendant,silky,fibrous,pink,gray,universal,brown,0.671859174,01/06/2023,01/05/2023,15.0,C
912,flat,gray,narrow,enlarging,paths,edible,5,brown,numerous,anise,No,evanescent,silky,silky,orange,pink,universal,orange,3.531463475,02/03/2023,02/02/2023,11.0,C
913,conical,brown,narrow,tapering,urban,poisonous,10,orange,numerous,creosote,Yes,flaring,smooth,smooth,orange,gray,partial,orange,4.75990592,04/11/2023,04/05/2023,11.0,C
914,conical,red,broad,tapering,urban,poisonous,7,white,several,anise,Yes,none,smooth,fibrous,pink,orange,partial,yellow,2.146888935,02/08/2023,02/03/2023,24.0,C
915,bell,red,narrow,enlarging,urban,edible,3,black,numerous,foul,Yes,evanescent,scaly,fibrous,brown,white,universal,brown,1.483068503,05/05/2020,05/01/2020,9.0,C
916,bell,brown,narrow,enlarging,woods,poisonous,3,black,abundant,anise,Yes,flaring,scaly,smooth,pink,gray,universal,yellow,2.556654314,02/04/2023,02/04/2023,5.0,C
917,bell,red,narrow,enlarging,woods,edible,8,brown,several,musty,Yes,evanescent,scaly,fibrous,white,pink,partial,yellow,4.269673371,03/11/2023,03/05/2023,21.0,C
918,conical,gray,broad,tapering,leaves,poisonous,8,white,abundant,foul,No,pendant,smooth,silky,orange,white,universal,brown,1.389772225,02/06/2023,02/01/2023,0.0,C
919,flat,red,narrow,enlarging,urban,edible,2,white,numerous,anise,Yes,evanescent,scaly,smooth,white,brown,partial,yellow,2.316650827,02/10/2023,02/02/2023,0.0,C
920,bell,gray,broad,enlarging,urban,edible,2,white,numerous,almond,Yes,evanescent,scaly,silky,brown,orange,partial,white,0.59529128,4/13/2023,04/04/2023,10.0,C
921,conical,white,broad,tapering,leaves,poisonous,10,white,solitary,musty,Yes,evanescent,scaly,fibrous,brown,gray,partial,brown,3.361495766,04/05/2023,04/03/2023,19.0,C
922,sunken,red,broad,tapering,woods,edible,6,brown,numerous,almond,Yes,evanescent,silky,silky,brown,gray,universal,white,2.524333032,05/06/2022,05/03/2022,16.0,C
923,convex,gray,narrow,enlarging,paths,poisonous,3,yellow,abundant,creosote,Yes,flaring,fibrous,silky,gray,brown,universal,yellow,1.245653486,04/02/2023,04/01/2023,9.0,C
924,conical,yellow,broad,enlarging,woods,poisonous,10,yellow,numerous,musty,No,pendant,silky,fibrous,pink,pink,universal,orange,3.951259677,01/08/2023,01/05/2023,28.0,C
925,conical,white,broad,tapering,woods,edible,7,brown,several,musty,No,pendant,silky,fibrous,pink,brown,partial,white,0.818949923,03/07/2023,03/02/2023,7.0,C
926,flat,gray,narrow,tapering,paths,edible,4,orange,several,anise,Yes,evanescent,silky,smooth,white,brown,universal,brown,0.502267005,01/08/2023,01/02/2023,6.0,C
927,convex,gray,narrow,tapering,urban,edible,3,orange,solitary,almond,Yes,none,silky,silky,pink,brown,universal,white,2.214372226,01/05/2022,01/04/2022,25.0,C
928,sunken,white,narrow,enlarging,grasses,edible,3,white,several,anise,No,none,scaly,silky,white,gray,partial,orange,3.236688215,03/07/2023,03/01/2023,29.0,C
929,conical,white,narrow,enlarging,urban,edible,1,white,numerous,creosote,No,evanescent,smooth,silky,pink,pink,universal,white,3.470226115,01/12/2023,01/05/2023,12.0,C
930,convex,gray,narrow,tapering,urban,poisonous,6,orange,abundant,creosote,No,none,fibrous,smooth,brown,white,partial,white,2.156408989,2/13/2023,02/05/2023,21.0,C
931,sunken,gray,narrow,enlarging,woods,poisonous,10,yellow,abundant,almond,Yes,none,silky,silky,white,gray,universal,yellow,3.635769148,05/10/2023,05/04/2023,16.0,C
932,convex,red,broad,tapering,urban,,8,brown,abundant,anise,No,flaring,smooth,fibrous,pink,white,universal,white,3.116147202,02/10/2023,02/03/2023,5.0,C
933,bell,gray,broad,enlarging,paths,poisonous,1,white,numerous,musty,Yes,none,silky,silky,gray,pink,universal,yellow,4.540882739,02/11/2023,02/02/2023,4.0,C
934,bell,yellow,narrow,tapering,urban,edible,3,brown,numerous,almond,Yes,pendant,scaly,scaly,gray,white,universal,white,2.090539517,02/05/2023,02/04/2023,4.0,C
935,flat,red,broad,tapering,woods,edible,3,white,numerous,foul,Yes,none,fibrous,fibrous,gray,gray,universal,orange,2.725868378,02/08/2023,02/02/2023,26.0,C
936,conical,white,broad,enlarging,paths,edible,6,brown,solitary,creosote,Yes,none,fibrous,fibrous,pink,pink,partial,brown,3.057556849,03/07/2020,03/05/2020,14.0,C
937,conical,gray,narrow,enlarging,grasses,edible,2,orange,scattered,musty,Yes,none,scaly,scaly,pink,orange,universal,white,3.252224345,04/12/2023,04/03/2023,1.0,C
938,sunken,brown,broad,tapering,woods,,3,brown,scattered,foul,Yes,flaring,silky,silky,pink,pink,universal,brown,2.168841011,01/04/2023,01/03/2023,7.0,C
939,flat,yellow,narrow,tapering,paths,poisonous,9,brown,several,creosote,No,evanescent,scaly,scaly,brown,white,partial,orange,2.155300484,05/03/2023,05/03/2023,1.0,C
940,conical,gray,narrow,enlarging,grasses,edible,3,black,numerous,musty,Yes,none,smooth,silky,pink,gray,partial,orange,4.509645365,03/11/2023,03/05/2023,27.0,C
941,conical,yellow,narrow,enlarging,urban,edible,3,brown,abundant,musty,No,flaring,smooth,smooth,brown,pink,partial,orange,1.958945647,05/09/2023,05/04/2023,1.0,C
942,sunken,yellow,broad,enlarging,paths,edible,7,white,scattered,musty,No,none,fibrous,smooth,pink,orange,universal,orange,3.418422286,05/04/2023,05/02/2023,1.0,C
943,bell,brown,narrow,enlarging,urban,poisonous,4,yellow,numerous,anise,Yes,pendant,silky,silky,brown,pink,universal,brown,3.597480203,03/08/2023,03/02/2023,19.0,C
944,flat,red,narrow,enlarging,urban,edible,7,yellow,numerous,almond,Yes,flaring,fibrous,fibrous,pink,brown,partial,white,2.240252116,03/03/2023,03/02/2023,19.0,C
945,flat,brown,broad,enlarging,urban,poisonous,5,orange,abundant,almond,Yes,flaring,silky,smooth,pink,gray,partial,orange,3.034152576,02/09/2023,02/04/2023,1.0,C
946,bell,gray,broad,tapering,woods,edible,4,orange,numerous,almond,No,pendant,smooth,fibrous,orange,white,universal,orange,3.341935671,03/12/2023,03/04/2023,21.0,C
947,bell,yellow,broad,enlarging,urban,,2,brown,abundant,anise,Yes,evanescent,silky,fibrous,gray,orange,partial,yellow,2.493997,01/06/2021,01/04/2021,17.0,C
948,conical,brown,broad,enlarging,paths,poisonous,6,white,solitary,foul,No,evanescent,silky,silky,white,gray,universal,yellow,1.851631256,05/05/2023,05/03/2023,22.0,C
